asset_id,name_clean,category_major,category_minor,artifact_nature,type,subtype,description,image_uri,size_class,placement,is_independent,need_combination,landmark_type,landmark_detail,poly_count,collision_x,collision_y,collision_z,caption_basic,caption_visual,caption_scene,labels_json,env_flags,missing_flags,scene_limit
02874,祭坛01损毁01,静态模型,环境装饰,人工造物,环境装饰,,资产名:祭坛01损毁01；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:中尺寸物体,images/02874.png,中尺寸物体,,,,,,804,614.83,638.91,59.86,该资产完整名称为祭坛01损毁01，属于人工造物。在分类上归属于静态模型下属的环境装饰类别，是一个中尺寸物体。,该资产呈现Q版卡通与低多边形风格。整体以灰蓝色为主色调，材质表现为哑光石质，表面平滑且带有硬朗倒角。结构上，底部为八边形基座，中央设有同心圆环，圆环中心及周围分布着三个浅蓝色的发光节点，边缘呈现出轻微的不规则损毁特征。,该资产适用于室内外场景，通常平铺落地摆放于草地或石板地面。在魔法奇幻游戏中，常配置于野外遗迹、神殿内部或地下城。它可作为传送阵或交互节点，其发光特性使其成为视觉焦点，作为地形配件有效营造远古遗迹的神秘氛围。,"[""风格化"", ""Q版卡通"", ""低多边形"", ""野外遗迹"", ""神殿内部"", ""地下城"", ""神秘洞穴"", ""魔法奇幻"", ""远古遗迹"", ""日系二次元"", ""轻科幻"", ""氛围装饰"", ""传送阵"", ""视觉焦点"", ""交互节点"", ""地形配件""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02876,警示标01,静态模型,环境装饰,人工造物,环境装饰,,资产名:警示标01；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:中尺寸物体,images/02876.png,中尺寸物体,,,,,,68,46.42,135.76,338.69,该资产名为警示标01，属于人工造物。在分类上，它被归类为静态模型下的环境装饰。从尺寸规格来看，该资产属于中尺寸物体。,该资产呈现极简主义与低多边形的Q版卡通风格。通体采用单一的灰蓝色调，材质表面为平涂质感与哑光状态，无任何纹理或磨损。结构上，底部为厚重的多边形底座，中间是一根圆柱形立柱，顶部连接着一块垂直放置的空白长方形指示牌面，整体造型十分简洁。,该资产适用于室内外场景，通常落地摆放于水泥地面或人工地板上。在现代都市或科幻未来主题中，常配置于城市街道、施工现场或工业园区等场景。它主要发挥信息提示与路线指引功能，也可作为场景阻挡物用于区域划分，有效增强休闲模拟类游戏的场景氛围。,"[""极简主义"", ""低多边形"", ""Q版卡通"", ""平涂风格"", ""城市街道"", ""施工现场"", ""公共设施"", ""室内通道"", ""工业园区"", ""现代都市"", ""休闲游戏"", ""模拟经营"", ""科幻未来"", ""信息提示"", ""氛围装饰"", ""路线指引"", ""区域划分"", ""场景阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02877,跑道01,静态模型,环境装饰,人工造物,建筑,,资产名:跑道01；主分类:静态模型；子分类:环境装饰；类型:建筑；造物性质:人工造物；尺寸等级:中尺寸物体,images/02877.png,中尺寸物体,,,,,,280,804.7,1863.98,20.13,该资产完整名称为跑道01，属于人工造物。在分类上归于静态模型下的环境装饰，类型为建筑，尺寸规格被设定为中尺寸物体。,该模型呈现Q版卡通与纯色渲染的视觉风格。整体呈扁平椭圆形，表面为哑光平整的合成材质，无复杂纹理。外圈为淡红色跑道，绘有白色环形分道线。跑道内部包裹着绿色区域，边缘以黄色线条勾勒。绿色区域中心嵌套了一个较小的淡红色椭圆环形结构。,该模型适用于室外或室内的平整地面，通常平铺落地放置于人工地板或草坪上。作为地形配件，它能有效进行区域划分与路径指引。在游戏中，非常适合布置在学校操场、微缩景观或体育场馆内，为校园生活与体育竞技主题的场景提供风格化的氛围装饰。,"[""Q版卡通"", ""风格化"", ""纯色渲染"", ""低多边形"", ""学校操场"", ""体育场馆"", ""微缩景观"", ""城市公园"", ""校园生活"", ""体育竞技"", ""现代都市"", ""休闲派对"", ""氛围装饰"", ""地形配件"", ""区域划分"", ""路径指引""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02878,路灯08,静态模型,环境装饰,人工造物,环境装饰,,资产名:路灯08；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:中尺寸物体,images/02878.png,中尺寸物体,,,,,,178,208.04,84.55,415.62,该资产名为“路灯08”，属于人工造物。在分类上，它是一件静态模型下的环境装饰资产。其尺寸规格被定义为中尺寸物体。,该路灯呈现低多边形与极简卡通风格。整体采用纯色渲染，表面为哑光涂层材质，无复杂纹理。色彩上，方形截面灯杆为浅灰蓝色，底部圆角矩形底座与顶部灯头为深蓝灰色。结构上，灯杆顶部侧向延伸出短臂，连接扁平的矩形灯头，灯头下方嵌有浅色照明面板，整体由基础几何体构成。,该资产适用于室外场景，通常落地摆放于水泥地面或人工砖石上。在现代都市或近未来主题中，常布置于现代社区、公园小径及停车场等场景。它不仅提供照明功能以营造休闲简约的氛围，还可作为道路边缘的碰撞阻挡物，起到场景指引作用，契合极简主义的休闲模拟游戏。,"[""低多边形"", ""极简卡通"", ""休闲风"", ""纯色渲染"", ""城市街道"", ""现代社区"", ""公园小径"", ""停车场"", ""工业园区"", ""现代都市"", ""休闲模拟"", ""极简主义"", ""近未来"", ""照明"", ""氛围装饰"", ""场景指引"", ""碰撞阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02879,路灯09,静态模型,环境装饰,人工造物,环境装饰,,资产名:路灯09；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:中尺寸物体,images/02879.png,中尺寸物体,,,,,,316,93.93,98.68,110.64,该资产为名为“路灯09”的人工造物，属于静态模型下属的环境装饰分类，是一个中尺寸物体。,该资产呈现极简主义的3D卡通风格，整体造型圆润对称。主体采用深青色的哑光塑料材质，表面平滑。结构自下而上依次为深青色圆形底座、截锥形支柱、浅蓝色发光圆环、白色圆柱形灯罩、浅蓝色细柱及深青色圆形顶盖。白色与浅蓝色部分呈现自发光材质效果。,该路灯适用于室内外场景，通常以落地方式摆放于人工地板或平整的街道地面上。作为地形配件，它能提供照明与道路指引功能。在科幻未来或现代都市主题中，常用于科幻基地的室内走廊、城市街道或公园广场，营造出休闲卡通的氛围装饰效果。,"[""Q版卡通"", ""3D卡通"", ""极简主义"", ""城市街道"", ""公园广场"", ""科幻基地"", ""室内走廊"", ""休闲卡通"", ""科幻未来"", ""现代都市"", ""照明"", ""氛围装饰"", ""道路指引"", ""地形配件""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02880,路灯10,静态模型,环境装饰,人工造物,环境装饰,,资产名:路灯10；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:中尺寸物体,images/02880.png,中尺寸物体,,,,,,232,45.72,180.28,452.99,该资产名为路灯10，属于人工造物。在分类上，它被归类为静态模型下属的环境装饰。其尺寸规格为中尺寸物体。,该资产呈现Q版卡通与低多边形的风格化特征。灯杆主体为橙黄色，表面为哑光手绘质感，造型弯曲，顶部盘绕成类似手杖的弧形。弧形下方悬挂着一盏菱形多面体灯笼，灯笼外框为灰蓝色，内部透出明亮的青蓝色光芒，整体结构简洁且具有明显的几何切面特征。,该路灯适用于室外场景，通常垂直插入草地或泥土路面落地摆放。在欧式奇幻与魔法世界主题中，它常被布置于童话村庄街道、魔法森林小径或奇幻庭院中。其主要功能是为场景提供照明与路径指引，同时作为视觉焦点，营造出休闲卡通的童话氛围装饰效果。,"[""Q版卡通"", ""风格化"", ""低多边形"", ""手绘风格"", ""村庄小镇"", ""城市街道"", ""庭院花园"", ""野外小径"", ""魔法森林"", ""欧式奇幻"", ""魔法世界"", ""童话世界"", ""休闲卡通"", ""照明"", ""氛围装饰"", ""路径指引"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02881,路灯11,静态模型,环境装饰,人工造物,环境装饰,,资产名:路灯11；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:中尺寸物体,images/02881.png,中尺寸物体,,,,,,382,69.23,330.51,489.16,该资产为名为“路灯11”的人工造物，在分类上属于静态模型下属的环境装饰，是一个中尺寸物体。,该路灯呈现Q版卡通与手绘风格。主体灯柱为米黄色哑光材质，表面平滑。底部设有浅蓝色加宽底座，中下部点缀有粉色圆柱段及两道蓝绿色环状装饰。顶部带有球形装饰，侧面延伸出直角弯折的悬臂，下方悬挂着倒水滴形的白色灯罩，并配有米黄色顶盖。整体造型圆润。,该资产适用于室外环境，通常以落地方式固定于砖石路面、草地或水泥地面上。在休闲小镇或童话世界主题中，常用于公园小径、小镇广场或游乐园等具体游戏场景。作为道路指引与照明设施，其卡通风格能作为场景点缀，营造出轻松明快的日系二次元氛围。,"[""Q版卡通"", ""卡通渲染"", ""休闲风"", ""手绘风"", ""城市街道"", ""公园小径"", ""小镇广场"", ""游乐园"", ""庭院"", ""休闲小镇"", ""现代都市"", ""童话世界"", ""日系二次元"", ""照明"", ""氛围装饰"", ""场景点缀"", ""道路指引""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02882,路灯12,静态模型,环境装饰,人工造物,环境装饰,,资产名:路灯12；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:中尺寸物体,images/02882.png,中尺寸物体,,,,,,534,76.78,158.53,372.74,该资产为路灯12，属于人工造物。在分类上归为静态模型下的环境装饰，尺寸规格为中尺寸物体。,该模型呈现Q版卡通与极简风格。底部由灰色六边形底座与白色圆台组成，表面为光滑纯色材质。中间连接金黄色的细圆柱形灯杆。顶部设有一个金黄色托盘，上方环绕着白色花瓣状的灯罩结构，中心贯穿一根金黄色短柱。整体采用纯色渲染，无复杂纹理。,该路灯适用于室内外场景，常落地摆放于人工石板路或草地上。在童话世界或欧式奇幻主题中，可放置于魔法城镇街道或宫殿庭院，提供照明与道路指引功能。在休闲派对的室内大厅中，也可作为氛围装饰营造温馨感，并在场景边缘起到一定的阻挡作用。,"[""Q版卡通"", ""休闲卡通"", ""极简风格"", ""纯色渲染"", ""宫殿庭院"", ""城市街道"", ""广场"", ""室内大厅"", ""童话世界"", ""欧式奇幻"", ""魔法城镇"", ""休闲派对"", ""照明"", ""氛围装饰"", ""道路指引"", ""场景阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02883,路灯13,静态模型,环境装饰,人工造物,环境装饰,,资产名:路灯13；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:中尺寸物体,images/02883.png,中尺寸物体,,,,,,586,114.88,293.38,684.42,该资产名为“路灯13”，属于人工造物。在分类上，它被归类为静态模型下的环境装饰，是一个中尺寸物体。,该路灯呈现Q版卡通风格，整体造型圆润可爱。主体灯杆与方形灯头为淡黄色哑光材质，表面光滑。灯头顶部与侧面带有白色圆润部件，周围被两条粉色的管状交叉装饰环绕。底部由一个灰紫色的圆柱形底座支撑，整体材质类似光滑的塑料，无锐角设计，色彩明快。,该模型适用于室外场景，通常落地摆放于草地或人工地面上。凭借其Q版卡通风格，它非常适合用于卡通小镇的街道、游乐园的步道或童话世界中的公园广场。在游戏中，它不仅能发挥照明与路径指引的作用，还能作为场景点缀，营造出休闲可爱的氛围装饰效果。,"[""Q版卡通"", ""色彩明快"", ""圆润可爱"", ""休闲风"", ""城市街道"", ""卡通小镇"", ""游乐园"", ""公园广场"", ""庭院"", ""卡通休闲"", ""童话世界"", ""现代都市"", ""照明"", ""氛围装饰"", ""路径指引"", ""场景点缀""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02884,路障01破损01,静态模型,环境装饰,人工造物,环境装饰,,资产名:路障01破损01；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:小尺寸物体,images/02884.png,小尺寸物体,,,,,,115,29.62,29.16,24.06,该资产完整名称为路障01破损01，属于人工造物。在分类上，它是一件静态模型下的环境装饰。其尺寸规格被定义为小尺寸物体。,该资产呈现典型的卡通手绘风格。整体由上方的圆锥体与下方的方形底座组成。圆锥体表面为暗红与白色相间的横向条纹，具哑光质感。底座为深灰紫色，边缘和边角处带有明显的破损、缺口及裂纹等手绘做旧细节，整体造型圆润且带有Q版特征。,该资产适用于室外场景，通常直接落地摆放于柏油马路或水泥地面上。在现代都市与卡通世界主题中，常布置在城市街道或施工现场，起到路径引导和区域划分的作用。在末日废土主题的废弃区域或停车场中，它也可作为障碍物阻挡通行，营造破败的氛围感。,"[""卡通风格"", ""手绘风格"", ""休闲风"", ""Q版卡通"", ""城市街道"", ""施工现场"", ""公路赛道"", ""停车场"", ""废弃区域"", ""现代都市"", ""卡通世界"", ""休闲竞技"", ""末日废土"", ""氛围装饰"", ""阻挡"", ""障碍物"", ""路径引导"", ""区域划分""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02886,马路牙子02,静态模型,环境装饰,人工造物,环境装饰,,资产名:马路牙子02；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:中尺寸物体,images/02886.png,中尺寸物体,,,,,,268,600.0,599.72,50.0,该资产为马路牙子02，属于人工造物。在分类上归为静态模型下的环境装饰。其尺寸规格被设定为中尺寸物体。,该资产呈现休闲卡通与低多边形的极简视觉风格。整体由多个浅米色的长方体块状物拼接而成，排列成平滑的弧线形状。材质表现为光滑的哑光石材表面，无复杂纹理。每个独立块状物的边缘均经过圆滑的倒角处理，块与块之间留有清晰均匀的拼接缝隙，结构规整。,该资产适用于室外场景，常平铺落地放置于水泥地面或草地边缘进行场景拼接。在模拟经营游戏中，可广泛应用于现代都市的城市街道、休闲小镇的公园广场或庭院花园。作为地形配件，它能起到区域划分与边缘阻挡的作用，契合Q版卡通与简约风格的游戏环境。,"[""休闲卡通"", ""简约风格"", ""Q版卡通"", ""低多边形"", ""城市街道"", ""马路边缘"", ""公园广场"", ""庭院花园"", ""现代都市"", ""休闲小镇"", ""模拟经营"", ""区域划分"", ""地形配件"", ""环境装饰"", ""场景拼接"", ""边缘阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02887,马路牙子03,静态模型,环境装饰,人工造物,环境装饰,,资产名:马路牙子03；主分类:静态模型；子分类:环境装饰；类型:环境装饰；造物性质:人工造物；尺寸等级:大尺寸物体,images/02887.png,大尺寸物体,,,,,,764,1799.73,1799.73,50.0,该资产名称为马路牙子03，属于人工造物。在分类上，它被归类为静态模型下属的环境装饰。其尺寸规格被设定为大尺寸物体。,该资产呈现极简的Q版卡通风格，整体采用浅米色的纯色渲染。材质表现为哑光且光滑的无纹理表面。在结构上，它由多个边缘经过明显圆润倒角处理的立方体模块紧密拼接而成，排列成一个带有弧度的弯角形状，呈现出类似积木拼搭的视觉特征。,该资产适用于室外场景，通常贴地摆放于人工路面或草地边缘。作为地形配件，它能实现区域划分与边缘过渡，并提供轻度阻挡功能。适合用于搭建休闲卡通或积木世界主题的关卡，常配置于城市街道拐角、公园小径或广场边缘等场景中，用于完善场景的基础搭建。,"[""Q版卡通"", ""极简风格"", ""纯色渲染"", ""城市街道"", ""公园小径"", ""广场边缘"", ""公路边缘"", ""休闲卡通"", ""现代都市"", ""积木世界"", ""地形配件"", ""边缘过渡"", ""区域划分"", ""场景搭建"", ""轻度阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02890,平面背景片01,静态模型,背景片,人工造物,背景片,,资产名:平面背景片01；主分类:静态模型；子分类:背景片；类型:背景片；造物性质:人工造物；尺寸等级:小尺寸物体,images/02890.png,小尺寸物体,,,,,,2,0.0,2900.45,1279.91,这款名为“平面背景片01”的3D资产属于人工造物。在分类上，它归属于静态模型下的背景片类别。该资产的尺寸规格被定义为小尺寸物体。,该资产呈现极简主义与扁平化3D的视觉风格。整体为一个带有一定厚度的圆角方形平板结构。通体采用浅蓝紫色调，材质表现为纯色渲染的哑光质感。其表面平整光滑，无任何纹理或磨损痕迹，四边边缘均经过平滑的圆角处理，呈现出干净利落的几何形态。,该资产适用于UI界面或抽象空间等虚拟场景，通常以悬浮或平铺方式放置于纯色环境中。在休闲益智游戏中，它常被用作UI底板或展示底座。具体可应用于现代简约的装备展示空间、角色选择界面或影棚布景，用于展示道具，起到背景衬托与视觉隔离的作用。,"[""极简主义"", ""卡通风格"", ""扁平化3D"", ""纯色渲染"", ""UI界面"", ""展示空间"", ""抽象空间"", ""影棚布景"", ""通用基础"", ""休闲益智"", ""现代简约"", ""抽象概念"", ""背景衬托"", ""UI底板"", ""展示底座"", ""视觉隔离""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02891,温泉背景片01,静态模型,背景片,人工造物,背景片,,资产名:温泉背景片01；主分类:静态模型；子分类:背景片；类型:背景片；造物性质:人工造物；尺寸等级:大尺寸物体,images/02891.png,大尺寸物体,,,,,,4,1415.99,812.84,234.95,该资产名为“温泉背景片01”，属于人工造物，在分类上归为静态模型下的背景片，其尺寸规格被定义为大尺寸物体。,该模型呈现Q版卡通与极简风格，采用纯色块渲染。整体为长方体薄片结构，分为两区：一侧为浅黄色平整地面，另一侧为浅蓝绿色水面，带轻微波纹纹理。水陆交界处排列着一排白色圆润石块状物作为分隔。整体表面光滑无磨损。,该资产适用于室外场景，通常平铺于虚拟地面或水域边缘，采用地形拼接方式摆放。在日系二次元或模拟经营类游戏中，常用于露天温泉、海滨休闲区或度假村浴场等具体场景。它主要作为场景边界或背景填充模块，有效划分水陆区域，营造出轻松的休闲度假氛围。,"[""Q版卡通"", ""极简风格"", ""色块渲染"", ""低多边形"", ""温泉浴场"", ""露天温泉"", ""水域边缘"", ""休闲区"", ""休闲度假"", ""模拟经营"", ""日系二次元"", ""现代生活"", ""背景填充"", ""地形拼接"", ""场景边界"", ""氛围装饰""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02893,军舰01,静态模型,载具,人工造物,载具,,资产名:军舰01；主分类:静态模型；子分类:载具；类型:载具；造物性质:人工造物；尺寸等级:大尺寸物体,images/02893.png,大尺寸物体,,,,,,1099,9320.17,3410.86,2605.07,该资产名为军舰01，属于人工造物。在分类上，它被归类为静态模型下的载具类。该资产的尺寸规格为大尺寸物体。,该模型呈现低多边形的极简玩具风格。材质类似哑光塑料，表面平滑无纹理。船体下部为浅米色，带有红色吃水线；平坦的深棕色甲板边缘绘有白色虚线。甲板上设有一个阶梯状白色舰岛，顶部带橙色点缀，并停放着一架简化的白色飞机模型。船体侧面带有块状几何凸起。,该资产适用于室外水面或室内桌面环境，通常平放于水面或沙盘上。在现代军事或玩具世界主题中，可作为港口码头、桌面沙盘等场景中的载具或地标。其宽阔甲板可作为平台地形供角色活动，同时也能在休闲海战关卡中起到营造卡通战斗氛围的装饰作用。,"[""低多边形"", ""Q版卡通"", ""极简风格"", ""玩具风"", ""海洋水面"", ""军事基地"", ""港口码头"", ""桌面沙盘"", ""现代军事"", ""休闲海战"", ""玩具世界"", ""载具"", ""场景地标"", ""氛围装饰"", ""平台地形""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02894,军车01,静态模型,载具,人工造物,载具,,资产名:军车01；主分类:静态模型；子分类:载具；类型:载具；造物性质:人工造物；尺寸等级:中尺寸物体,images/02894.png,中尺寸物体,,,,,,1650,516.98,208.26,259.99,该资产为军车01，属于人工造物，在分类上归为静态模型下的载具类别，整体规格为中尺寸物体。,该军车模型呈现Q版卡通与极简风格，整体造型圆润。车身主体采用灰绿色调，材质表现为哑光平滑的涂装金属或塑料，表面无额外纹理细节。车窗部分以纯白色块概括，不具透明度。底部配备深灰色的简单圆形车轮，后方为封闭式的长方体车厢结构，整体视觉效果高度概括。,该载具模型适用于室外场景，通常平放于草地或公路等地面环境。在现代军事题材游戏中，常被布置于军事基地、野外战场或前线营地中。作为场景填充与背景道具，它能有效增强休闲竞技类游戏的氛围感，同时在战斗场景中也可作为掩体阻挡角色视线并提供战术掩护。,"[""Q版卡通"", ""极简风格"", ""低多边形"", ""休闲卡通"", ""军事基地"", ""野外战场"", ""营地"", ""公路"", ""城市街道"", ""现代军事"", ""战争题材"", ""休闲竞技"", ""模拟经营"", ""氛围装饰"", ""场景填充"", ""掩体阻挡"", ""背景道具""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02895,列车01,静态模型,载具,人工造物,载具,,资产名:列车01；主分类:静态模型；子分类:载具；类型:载具；造物性质:人工造物；尺寸等级:大尺寸物体,images/02895.png,大尺寸物体,,,,,,2914,1159.34,258.91,369.25,该资产名为列车01，属于人工造物。在资产分类体系中，它被归类为静态模型下的载具分类。该模型的尺寸规格被设定为大尺寸物体。,该模型呈现极简Q版卡通风格。车身主体为浅薄荷绿色，底盘为浅木色，材质表现为光滑的塑料，表面带有柔和反光。结构包含车头与一节车厢，整体造型圆润。车头设有圆柱形烟囱与带窗户的驾驶室；车厢侧面刻有门窗轮廓。底部配有小圆柱形车轮。,该模型适用于室内或室外场景，常落地摆放于人工地板、草地或专用玩具轨道上。作为游乐设施或背景载具，它能有效营造童话世界与玩具王国的氛围。在实际游戏关卡中，非常适合放置在卡通小镇的广场、主题公园的游乐区或儿童房内，作为场景地标或视觉焦点。,"[""Q版卡通"", ""玩具质感"", ""极简卡通"", ""休闲可爱"", ""圆润风格"", ""卡通小镇"", ""游乐场"", ""主题公园"", ""玩具轨道"", ""儿童房"", ""玩具王国"", ""童话世界"", ""游乐园"", ""现代休闲"", ""Q版都市"", ""氛围装饰"", ""背景载具"", ""游乐设施"", ""场景地标"", ""视觉焦点""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02896,列车02,静态模型,载具,人工造物,载具,,资产名:列车02；主分类:静态模型；子分类:载具；类型:载具；造物性质:人工造物；尺寸等级:大尺寸物体,images/02896.png,大尺寸物体,,,,,,2932,1185.29,258.91,331.54,该资产为名为“列车02”的人工造物，在分类上属于静态模型下的载具类别，整体规格表现为大尺寸物体。,该模型呈现Q版极简卡通风格，表面具有光滑哑光质感。车身主体为粉红色，搭配深灰色车顶与底盘，车窗为浅蓝色。结构由一节蒸汽机车头和一节客车厢相连组成，车头配有圆柱形锅炉、烟囱及黄色车灯，底部装有红色圆形车轮，整体造型圆润，无复杂纹理。,该资产适用于室内外场景，通常平放于铁路轨道或人工地板上。在童话世界或休闲益智主题中，常被布置于游乐园、城镇街道或玩具房内。它不仅可作为载具模型营造儿童乐园的欢乐氛围并作为视觉焦点，还能在关卡设计中作为玩家路线上的关卡阻挡物。,"[""Q版卡通"", ""休闲风"", ""极简卡通"", ""游乐园"", ""城镇街道"", ""铁路轨道"", ""玩具房"", ""童话世界"", ""儿童乐园"", ""休闲益智"", ""蒸汽时代"", ""载具"", ""氛围装饰"", ""视觉焦点"", ""关卡阻挡""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
02897,列车03,静态模型,载具,人工造物,载具,,资产名:列车03；主分类:静态模型；子分类:载具；类型:载具；造物性质:人工造物；尺寸等级:大尺寸物体,images/02897.png,大尺寸物体,,,,,,1136,1450.52,297.42,384.93,该资产为名为“列车03”的人工造物，属于静态模型分类下的载具子类，在规格上被严格定义为大尺寸物体。,该资产呈现极简的Q版卡通风格化视觉特征。整体为长条形结构，带有流线型车头。车身主体呈亮白色，表面呈现光滑的烤漆质感。车顶和侧面长条形车窗区域为深蓝色，侧面装饰有一条贯穿前后的红色腰线。模型表面平整，无复杂机械细节，展现出极简设计感。,该资产适用于室外环境，通常平放于铁轨或高架桥面上。在现代都市或科幻未来主题中，可配置于火车站台、城市轨道或游乐园等场景。作为交通工具模型，它能充当视觉焦点或场景阻挡物，也可作为背景动画元素，为日系二次元或休闲模拟游戏营造轻松的氛围感。,"[""Q版卡通"", ""风格化"", ""极简风格"", ""低多边形"", ""城市轨道"", ""火车站台"", ""高架桥"", ""微缩景观"", ""游乐园"", ""现代都市"", ""日系二次元"", ""科幻未来"", ""休闲模拟"", ""氛围装饰"", ""交通工具"", ""视觉焦点"", ""场景阻挡"", ""背景动画""]","{""草地"": false, ""沙地"": false, ""泥地"": false, ""雪地"": false, ""火山"": false, ""水面"": false, ""水边"": false, ""海底（水底）"": false, ""人工地板"": false, ""水泥地面"": false}",[],[]
